account_id,customer_id,customer_name,customer_type,product_type,sector,state,branch_code,relationship_manager_id,sanction_date,disbursement_date,maturity_date,tenure_months,sanctioned_amount,outstanding_amount,interest_rate_pct,repayment_frequency,collateral_secured,collateral_type,collateral_value,collateral_last_valuation_days_ago,restructured_flag,restructure_count,bureau_score,bureau_score_3m_change,existing_relationship_years,kyc_risk_category,cross_bank_dpd_reported,current_ratio,dscr,leverage_ratio,dpd_days,bounce_count_6m,limit_utilization_pct,irac_category,irac_subcategory,ecl_stage,irac_provision_rate,irac_floor_provision,pd_30d,pd_60d,pd_90d,pd_180d,lgd_estimate,ead,ecl_estimated_provision,recommended_provision,risk_score_100,ews_signal_count_90d,ews_primary_signal,ews_severity,npa_alert_flag,sma_watch_flag,ews_alert_flag,any_alert_flag,alert_priority,alert_reason,needs_review,approval_status,override_reason,macro_repo_rate_at_sanction,model_version,snapshot_date
LN102647,CU274731,Aditi Roy,Individual,Home Loan,Agriculture & Allied,Andhra Pradesh,BR0185,RM0428,2025-01-05,2025-01-06,2044-12-27,240,25000.0,16400.0,8.54,Monthly,True,Immovable Property,38200.0,827.0,False,0,624,34,9.5,Medium,0,0.0,0.0,0.0,24,0,0.0,Standard,SMA0,Stage 1,0.004,65.6,0.0938,0.0938,0.1409,0.1409,0.05,16844.37,118.69,118.69,13.2,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.3.1,2025-12-31
LN102648,CU288946,Manoj Rao,Individual,Auto Loan,Hospitality & Tourism,Karnataka,BR0227,RM0256,2022-09-14,2022-09-22,2029-09-10,84,25000.0,24100.0,11.04,Monthly,False,Unsecured,0.0,0.0,False,0,691,-30,0.7,Medium,0,0.0,0.0,0.0,21,0,0.0,Standard,SMA0,Stage 1,0.004,96.4,0.0403,0.0826,0.1157,0.1623,0.5772,24768.04,1653.49,1653.49,13.1,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.3.1,2025-12-31
LN102649,CU231418,Sharma Exports,MSME,Cash Credit,Retail/Individual,Uttar Pradesh,BR0203,RM0368,2024-11-26,2024-12-07,2027-11-25,36,25000.0,19700.0,9.57,Revolving/On-Demand,False,Unsecured,0.0,0.0,False,0,785,-6,0.1,Low,0,0.31,2.74,3.98,5,0,55.59013000784389,Standard,SMA0,Stage 1,0.004,78.8,0.0226,0.0226,0.1026,0.1026,0.3956,19623.27,796.18,796.18,16.8,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.5,EWS-PD-v2.4.1,2025-12-31
LN102650,CU283655,Vijay Aggarwal,Individual,Auto Loan,Retail/Individual,Maharashtra,BR0089,RM0383,2023-04-07,2023-04-17,2030-04-03,84,25000.0,8000.0,10.9,Monthly,True,Vehicle Hypothecation,25500.0,1353.0,False,0,861,-22,2.0,Low,0,0.0,0.0,0.0,14,0,0.0,Standard,SMA0,Stage 1,0.004,32.0,0.001,0.001,0.0436,0.0436,0.05,7971.43,17.36,32.0,4.9,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.5,EWS-PD-v2.4.1,2025-12-31
LN102651,CU283482,Praveen Sharma,Individual,Education Loan,Retail/Individual,Andhra Pradesh,BR0217,RM0251,2024-10-19,2024-10-29,2032-10-15,96,25000.0,23700.0,11.07,Monthly,True,Hypothecation of Assets/Stock,31700.0,140.0,False,0,724,-3,1.8,Low,0,0.0,0.0,0.0,10,0,0.0,Standard,SMA0,Stage 1,0.004,94.8,0.013,0.013,0.0398,0.0765,0.0767,23438.8,71.64,94.8,3.8,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.5,EWS-PD-v2.4.1,2025-12-31
LN102652,CU293896,Ishaan Choudhary,Individual,Home Loan,MSME - Manufacturing,Karnataka,BR0221,RM0129,2023-12-03,2023-12-16,2043-11-24,240,25000.0,16900.0,10.15,Monthly,True,Immovable Property,33500.0,453.0,False,0,889,26,1.9,Low,0,0.0,0.0,0.0,16,0,0.0,Standard,SMA0,Stage 1,0.004,67.6,0.0375,0.0375,0.095,0.095,0.05,17263.74,81.97,81.97,10.7,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.0,2025-12-31
LN102653,CU235440,Gurpreet Singh Yadav,Individual,Personal Loan,Retail/Individual,Madhya Pradesh,BR0224,RM0060,2023-11-10,2023-11-10,2027-11-08,48,25000.0,11900.0,13.77,Monthly,False,Unsecured,0.0,0.0,False,0,900,-24,3.6,Low,0,0.0,0.0,0.0,18,0,0.0,Standard,SMA0,Stage 1,0.004,47.6,0.0212,0.0894,0.0894,0.0894,0.7618,11615.71,791.18,791.18,10.0,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.1,2025-12-31
LN102654,CU280834,Nagarjuna Saxena,Individual,Personal Loan,Real Estate & Construction,Uttar Pradesh,BR0207,RM0584,2020-05-25,2020-05-30,2024-05-23,48,25000.0,22100.0,12.91,Monthly,False,Unsecured,0.0,0.0,False,0,731,-13,7.5,Low,0,0.0,0.0,0.0,22,0,0.0,Standard,SMA0,Stage 1,0.004,88.4,0.0627,0.104,0.1161,0.2155,0.5265,22975.9,1404.3,1404.3,9.7,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.75,EWS-PD-v2.3.1,2025-12-31
LN102655,CU253682,Yogesh Krishnan,Individual,Personal Loan,Retail/Individual,Telangana,BR0074,RM0381,2024-10-14,2024-10-16,2028-10-12,48,25000.0,12100.0,13.46,Monthly,False,Unsecured,0.0,0.0,False,0,798,-36,11.0,Low,0,0.0,0.0,0.0,8,0,0.0,Standard,SMA0,Stage 1,0.004,48.4,0.001,0.0096,0.0622,0.0857,0.6787,12352.42,521.29,521.29,9.8,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.0,EWS-PD-v2.4.0,2025-12-31
LN102656,CU205535,Gurpreet Singh Chauhan,Individual,Auto Loan,Retail/Individual,Karnataka,BR0126,RM0269,2021-10-25,2021-11-01,2028-10-21,84,25000.0,2200.0,10.08,Monthly,True,Vehicle Hypothecation,35200.0,352.0,False,0,643,-11,3.3,Medium,0,0.0,0.0,0.0,24,0,0.0,Standard,SMA0,Stage 1,0.004,8.8,0.0547,0.075,0.075,0.075,0.05,2248.94,8.43,8.8,8.3,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.0,2025-12-31
LN102657,CU225682,Yogesh Pandey,Agri,KCC (Kisan Credit Card),Retail/Individual,Maharashtra,BR0163,RM0249,2022-07-01,2022-07-03,2025-06-29,36,25000.0,24800.0,6.85,Revolving/On-Demand,False,Unsecured,0.0,0.0,False,0,887,-36,2.5,Low,0,0.0,0.0,0.0,12,0,0.0,Standard,SMA0,Stage 1,0.004,99.2,0.0558,0.1221,0.1446,0.1446,0.8333,24416.3,2942.67,2942.67,14.5,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.5,EWS-PD-v2.4.1,2025-12-31
LN102658,CU263844,Paromita Chauhan,Individual,Personal Loan,Retail/Individual,West Bengal,BR0204,RM0246,2023-07-11,2023-07-22,2027-07-09,48,25000.0,12800.0,12.46,Monthly,False,Unsecured,0.0,0.0,False,0,736,-4,1.4,Low,0,0.0,0.0,0.0,7,0,0.0,Standard,SMA0,Stage 1,0.004,51.2,0.0361,0.0702,0.0702,0.1314,0.9275,12688.56,826.13,826.13,5.5,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.5,EWS-PD-v2.4.0,2025-12-31
LN102659,CU215255,Nair Engineering Works,MSME,Overdraft,NBFC/Financial Services,Telangana,BR0028,RM0272,2022-08-17,2022-08-28,2025-08-15,36,25000.0,2500.0,10.44,Revolving/On-Demand,False,Unsecured,0.0,0.0,False,0,752,18,5.6,Low,0,1.66,2.26,3.64,83,1,110.26790924488809,Standard,SMA2,Stage 2,0.004,10.0,0.0583,0.2118,0.2429,0.2665,0.5261,2429.36,310.46,310.46,28.5,0,None,None,False,True,False,True,Medium,"SMA2: 61-90 DPD, imminent NPA slippage risk",True,Approved,NA,6.25,EWS-PD-v2.4.1,2025-12-31
LN102660,CU241299,Nikhil Rao,Individual,Home Loan,IT & ITES,Kerala,BR0017,RM0268,2024-05-22,2024-05-28,2044-05-13,240,25000.0,17800.0,9.72,Monthly,True,Immovable Property,25600.0,1072.0,False,0,778,-2,3.4,Low,0,0.0,0.0,0.0,11,0,0.0,Standard,SMA0,Stage 1,0.004,71.2,0.0074,0.0786,0.0786,0.0786,0.1011,17814.6,141.52,141.52,12.7,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.75,EWS-PD-v2.3.1,2025-12-31
LN102661,CU273616,Krishnan Fabrics,MSME,MSME Term Loan,Gems & Jewellery,Odisha,BR0243,RM0555,2023-02-03,2023-02-11,2028-02-01,60,25000.0,16600.0,11.56,Monthly,True,Hypothecation of Assets/Stock,25400.0,472.0,False,0,837,-19,8.4,Low,0,0.96,0.7,3.06,16,1,0.0,Standard,SMA0,Stage 1,0.004,66.4,0.0162,0.0663,0.0699,0.0699,0.05,17101.91,59.77,66.4,5.0,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.5,EWS-PD-v2.3.1,2025-12-31
LN102662,CU214227,Shahid Sen,Individual,Personal Loan,Power & Energy,Gujarat,BR0175,RM0272,2025-03-18,2025-03-20,2029-03-16,48,25000.0,7400.0,14.04,Monthly,False,Unsecured,0.0,0.0,False,0,796,-4,7.2,Low,0,0.0,0.0,0.0,18,0,0.0,Standard,SMA0,Stage 1,0.004,29.6,0.0289,0.0289,0.073,0.073,0.6391,7767.75,362.48,362.48,10.7,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.1,2025-12-31
LN102663,CU247176,Jain Traders,MSME,MSME Term Loan,Retail/Individual,Rajasthan,BR0067,RM0433,2022-02-03,2022-02-10,2027-02-01,60,25000.0,15000.0,9.87,Monthly,True,Hypothecation of Assets/Stock,29100.0,845.0,True,1,659,-32,6.3,Medium,0,1.61,1.16,1.39,48,1,0.0,Standard,SMA1,Stage 2,0.004,60.0,0.0053,0.1809,0.2147,0.2147,0.05,15547.51,166.93,166.93,26.5,0,None,None,False,True,False,True,Low,"SMA1: 31-60 DPD, repayment stress building",False,Not Required,NA,5.5,EWS-PD-v2.4.0,2025-12-31
LN102664,CU220411,Manpreet Singh Saxena,Individual,Home Loan,Healthcare,West Bengal,BR0250,RM0294,2024-06-24,2024-06-29,2044-06-15,240,25000.0,24400.0,9.12,Monthly,True,Immovable Property,36000.0,1329.0,False,0,660,-26,12.0,Medium,0,0.0,0.0,0.0,6,0,0.0,Standard,SMA0,Stage 1,0.004,97.6,0.001,0.001,0.0352,0.0835,0.2151,25331.17,191.84,191.84,4.0,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.5,EWS-PD-v2.4.0,2025-12-31
LN102665,CU250966,Ishaan Pillai,Individual,Gold Loan,Agriculture & Allied,West Bengal,BR0098,RM0470,2019-10-23,2019-11-05,2022-10-21,36,25000.0,6800.0,9.36,Monthly,True,Gold Ornaments,32300.0,744.0,False,0,609,-6,7.9,Medium,0,0.0,0.0,0.0,86,1,0.0,Standard,SMA2,Stage 2,0.004,27.2,0.0927,0.1833,0.221,0.2459,0.05,7098.63,78.43,78.43,19.3,0,None,None,False,True,False,True,Medium,"SMA2: 61-90 DPD, imminent NPA slippage risk",True,Pending Review,NA,6.0,EWS-PD-v2.4.1,2025-12-31
LN102666,CU222867,Neha Pandey,Individual,Education Loan,Gems & Jewellery,Maharashtra,BR0158,RM0008,2024-01-21,2024-01-24,2032-01-17,96,25000.0,21800.0,10.27,Monthly,False,Unsecured,0.0,0.0,False,0,648,51,5.8,Medium,168,0.0,0.0,0.0,652,2,0.0,NPA,Doubtful,Stage 3,0.4,8720.0,0.1399,0.3109,0.8,0.83,0.6829,22087.25,12067.38,12067.38,86.3,0,None,None,True,False,False,True,Critical,"NPA - Doubtful: 456-820 DPD, recovery highly uncertain",True,Pending Review,NA,5.5,EWS-PD-v2.4.0,2025-12-31
LN102667,CU291714,Aditi Rao,Agri,KCC (Kisan Credit Card),MSME - Trade & Services,Madhya Pradesh,BR0233,RM0457,2020-10-11,2020-10-14,2023-10-10,36,25000.0,13800.0,7.96,Revolving/On-Demand,True,Hypothecation of Assets/Stock,22600.0,408.0,False,0,873,-5,18.6,Low,0,0.0,0.0,0.0,15,0,0.0,Standard,SMA0,Stage 1,0.004,55.2,0.0173,0.0173,0.0963,0.0963,0.05,13542.66,65.22,65.22,10.7,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.0,EWS-PD-v2.4.1,2025-12-31
LN102668,CU207286,Thomas Kurian Patel,Individual,Education Loan,Agriculture & Allied,Odisha,BR0214,RM0132,2024-10-13,2024-10-18,2032-10-09,96,25000.0,16600.0,10.25,Monthly,True,Hypothecation of Assets/Stock,38400.0,760.0,False,0,781,15,2.1,Low,0,0.0,0.0,0.0,18,1,0.0,Standard,SMA0,Stage 1,0.004,66.4,0.0089,0.0663,0.0663,0.0796,0.05,16035.79,53.2,66.4,3.1,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.5,EWS-PD-v2.4.0,2025-12-31
LN102669,CU291540,Neha Bansal,Individual,Home Loan,Retail/Individual,Maharashtra,BR0158,RM0260,2024-08-28,2024-09-01,2044-08-19,240,25000.0,15100.0,8.42,Monthly,True,Immovable Property,36300.0,920.0,False,0,690,-6,9.2,Medium,0,0.0,0.0,0.0,19,0,0.0,Standard,SMA0,Stage 1,0.004,60.4,0.0169,0.0196,0.0545,0.0545,0.05,15806.07,43.05,60.4,5.5,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.1,2025-12-31
LN102670,CU275228,Malhotra Motors,MSME,MSME Term Loan,Retail/Individual,Tamil Nadu,BR0138,RM0379,2021-12-28,2022-01-01,2026-12-26,60,25000.0,15000.0,10.89,Monthly,True,Hypothecation of Assets/Stock,38800.0,102.0,False,0,757,30,2.0,Low,0,0.74,2.19,3.63,12,1,0.0,Standard,SMA0,Stage 1,0.004,60.0,0.022,0.0828,0.0828,0.1339,0.05,14874.16,61.62,61.62,7.0,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.5,EWS-PD-v2.4.0,2025-12-31
LN102671,CU281286,Amandeep Yadav,Individual,Personal Loan,Agriculture & Allied,Maharashtra,BR0073,RM0336,2021-04-25,2021-05-06,2025-04-23,48,25000.0,13300.0,12.42,Monthly,False,Unsecured,0.0,0.0,False,0,900,1,3.5,Low,0,0.0,0.0,0.0,8,1,0.0,Standard,SMA0,Stage 1,0.004,53.2,0.001,0.0369,0.0469,0.0469,0.7404,13936.93,483.77,483.77,3.8,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.75,EWS-PD-v2.4.0,2025-12-31
LN102672,CU280893,Farhan Malhotra,Individual,Education Loan,MSME - Manufacturing,Karnataka,BR0045,RM0032,2023-10-23,2023-11-01,2031-10-19,96,25000.0,12000.0,10.37,Monthly,False,Unsecured,0.0,0.0,False,0,652,0,1.7,Medium,0,0.0,0.0,0.0,18,0,0.0,Standard,SMA0,Stage 1,0.004,48.0,0.001,0.001,0.0484,0.0713,0.7069,12300.65,420.64,420.64,7.3,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.5,EWS-PD-v2.3.1,2025-12-31
LN102673,CU217822,Sai Gupta,Individual,Home Loan,Other Services,Gujarat,BR0022,RM0327,2025-07-04,2025-07-04,2045-06-25,240,25000.0,24100.0,9.73,Monthly,True,Immovable Property,36200.0,1020.0,True,1,774,27,1.2,Low,0,0.0,0.0,0.0,41,0,0.0,Standard,SMA1,Stage 2,0.004,96.4,0.1175,0.1534,0.21,0.2922,0.05,23639.25,248.19,248.19,22.2,0,None,None,False,True,False,True,Low,"SMA1: 31-60 DPD, repayment stress building",False,Not Required,NA,6.25,EWS-PD-v2.3.1,2025-12-31
LN102674,CU288453,Siddharth Sharma,Individual,Home Loan,Retail/Individual,Karnataka,BR0005,RM0079,2024-06-03,2024-06-08,2044-05-25,240,25000.0,17900.0,9.9,Monthly,True,Immovable Property,36500.0,1019.0,False,0,707,-41,6.2,Low,0,0.0,0.0,0.0,6,0,0.0,Standard,SMA0,Stage 1,0.004,71.6,0.047,0.0617,0.105,0.105,0.05,18769.87,98.57,98.57,10.4,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.5,EWS-PD-v2.4.0,2025-12-31
LN102675,CU256455,Arora Enterprises,MSME,Cash Credit,MSME - Trade & Services,Gujarat,BR0123,RM0145,2021-12-20,2021-12-30,2024-12-18,36,25000.0,8300.0,9.8,Revolving/On-Demand,True,Hypothecation of Assets/Stock,31600.0,1222.0,False,0,863,24,4.0,Low,0,2.47,1.23,2.53,13,0,84.81575871491653,Standard,SMA0,Stage 1,0.004,33.2,0.001,0.0402,0.0498,0.0679,0.05,8399.75,20.93,33.2,2.0,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.3.1,2025-12-31
LN102676,CU291404,Nazia Sen,Individual,Home Loan,MSME - Manufacturing,Bihar,BR0088,RM0279,2023-11-08,2023-11-18,2043-10-30,240,25000.0,19300.0,7.93,Monthly,True,Immovable Property,23800.0,461.0,False,0,531,15,5.4,High,0,0.0,0.0,0.0,9,0,0.0,Standard,SMA0,Stage 1,0.004,77.2,0.0419,0.0594,0.1227,0.1892,0.3563,19890.26,869.3,869.3,10.9,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.1,2025-12-31
LN102677,CU283424,Jain Constructions,MSME,Overdraft,Retail/Individual,Uttar Pradesh,BR0148,RM0380,2022-07-27,2022-08-04,2025-07-25,36,25000.0,8500.0,10.04,Revolving/On-Demand,True,Hypothecation of Assets/Stock,25400.0,419.0,False,0,558,3,0.7,High,51,1.07,1.99,0.11,8,0,95.79142735965308,Standard,SMA0,Stage 1,0.004,34.0,0.0357,0.0899,0.1249,0.1891,0.05,8157.73,50.94,50.94,15.0,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.75,EWS-PD-v2.4.0,2025-12-31
LN102678,CU255062,Manisha Aggarwal,Individual,Personal Loan,Retail/Individual,Telangana,BR0128,RM0315,2024-04-19,2024-04-21,2028-04-17,48,25000.0,14900.0,10.9,Monthly,True,Hypothecation of Assets/Stock,38500.0,443.0,False,0,723,8,5.5,Low,0,0.0,0.0,0.0,2,0,0.0,Standard,SMA0,Stage 1,0.004,59.6,0.0242,0.0304,0.0471,0.0706,0.05,14564.88,34.29,59.6,7.1,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.75,EWS-PD-v2.3.1,2025-12-31
LN102679,CU235574,Sharma Exports,MSME,Cash Credit,Agriculture & Allied,Bihar,BR0168,RM0225,2025-08-24,2025-08-30,2028-08-22,36,25000.0,17300.0,11.88,Revolving/On-Demand,False,Unsecured,0.0,0.0,False,0,774,2,2.1,Low,0,1.09,0.74,1.88,10,0,55.93088075870597,Standard,SMA0,Stage 1,0.004,69.2,0.0528,0.174,0.174,0.1744,0.546,16618.25,1578.8,1578.8,18.9,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.1,2025-12-31
LN102680,CU211142,Rashmi Kumar,Individual,Education Loan,MSME - Manufacturing,Rajasthan,BR0049,RM0054,2022-10-29,2022-10-29,2030-10-25,96,25000.0,24300.0,11.08,Monthly,True,Hypothecation of Assets/Stock,22700.0,1279.0,False,0,756,-34,1.2,Low,0,0.0,0.0,0.0,9,0,0.0,Standard,SMA0,Stage 1,0.004,97.2,0.0645,0.0654,0.0654,0.1194,0.3338,23215.62,506.52,506.52,11.9,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.5,EWS-PD-v2.4.1,2025-12-31
LN102681,CU209605,Tiwari Fabrics,MSME,MSME Term Loan,Retail/Individual,Tamil Nadu,BR0042,RM0033,2024-08-19,2024-08-19,2029-08-17,60,25000.0,14500.0,9.62,Monthly,True,Hypothecation of Assets/Stock,35600.0,725.0,False,0,872,-61,2.6,Low,0,0.57,2.38,4.12,10,1,0.0,Standard,SMA0,Stage 1,0.004,58.0,0.02,0.02,0.0649,0.0649,0.05,13883.03,45.07,58.0,6.0,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.5,EWS-PD-v2.3.1,2025-12-31
LN102682,CU237022,Amandeep Sen,Individual,Home Loan,Retail/Individual,Kerala,BR0032,RM0269,2023-10-25,2023-11-08,2043-10-16,240,25000.0,13500.0,7.61,Monthly,True,Immovable Property,22500.0,159.0,False,0,763,6,2.7,Low,0,0.0,0.0,0.0,8,0,0.0,Standard,SMA0,Stage 1,0.004,54.0,0.0332,0.1228,0.1937,0.2461,0.05,13684.92,132.51,132.51,20.5,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.5,EWS-PD-v2.4.0,2025-12-31
LN102683,CU277041,Anita Mehta,Individual,Home Loan,Retail/Individual,Karnataka,BR0177,RM0583,2020-12-29,2020-12-31,2040-12-20,240,25000.0,13700.0,8.72,Monthly,True,Immovable Property,25800.0,452.0,True,3,550,36,4.2,High,78,0.0,0.0,0.0,723,5,0.0,NPA,Doubtful,Stage 3,0.4,5480.0,0.1988,0.1988,0.8,0.83,0.55,13625.8,5995.35,5995.35,79.7,4,Frequent Overdrawal,Medium,True,False,False,True,Critical,"NPA - Doubtful: 456-820 DPD, recovery highly uncertain",True,Pending Review,NA,6.0,EWS-PD-v2.4.0,2025-12-31
LN102684,CU248007,Kavya Roy,Individual,Home Loan,Iron & Steel,Maharashtra,BR0228,RM0491,2024-12-05,2024-12-09,2044-11-26,240,25000.0,13900.0,9.0,Monthly,True,Immovable Property,26200.0,141.0,False,0,676,1,11.6,Medium,0,0.0,0.0,0.0,42,3,0.0,Standard,SMA1,Stage 2,0.004,55.6,0.081,0.1178,0.2337,0.2779,0.05,13265.77,155.04,155.04,24.9,0,None,None,False,True,False,True,Low,"SMA1: 31-60 DPD, repayment stress building",False,Not Required,NA,6.5,EWS-PD-v2.4.1,2025-12-31
LN102685,CU245767,Rohan Iyengar,Individual,Home Loan,NBFC/Financial Services,Uttar Pradesh,BR0091,RM0250,2024-06-02,2024-06-07,2044-05-24,240,25000.0,14800.0,10.36,Monthly,True,Immovable Property,34700.0,1179.0,False,0,613,-44,1.9,Medium,0,0.0,0.0,0.0,14,0,0.0,Standard,SMA0,Stage 1,0.004,59.2,0.0185,0.0529,0.081,0.081,0.05,14161.05,57.34,59.2,8.0,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.0,2025-12-31
LN102686,CU223223,Mishra Enterprises,MSME,MSME Term Loan,Retail/Individual,Haryana,BR0037,RM0126,2025-03-05,2025-03-13,2030-03-03,60,25000.0,17800.0,10.12,Monthly,False,Unsecured,0.0,0.0,False,0,504,-30,16.5,High,0,2.1,1.98,1.17,7,0,0.0,Standard,SMA0,Stage 1,0.004,71.2,0.0779,0.1024,0.1847,0.203,0.7252,18245.79,2443.33,2443.33,16.8,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.75,EWS-PD-v2.3.1,2025-12-31
LN102687,CU253617,Navjot Menon,Individual,Personal Loan,MSME - Trade & Services,Uttar Pradesh,BR0237,RM0210,2025-08-17,2025-08-26,2029-08-15,48,25000.0,23900.0,13.69,Monthly,False,Unsecured,0.0,0.0,False,0,675,-4,6.2,Medium,101,0.0,0.0,0.0,70,3,0.0,Standard,SMA2,Stage 2,0.004,95.6,0.0622,0.2458,0.2458,0.2706,0.812,24579.99,4905.6,4905.6,21.7,0,None,None,False,True,False,True,Medium,"SMA2: 61-90 DPD, imminent NPA slippage risk",True,Pending Review,NA,5.5,EWS-PD-v2.4.1,2025-12-31
LN102688,CU260617,Sangeeta Iyengar,Individual,Personal Loan,IT & ITES,Gujarat,BR0058,RM0294,2024-02-26,2024-03-11,2028-02-24,48,25000.0,12400.0,13.13,Monthly,False,Unsecured,0.0,0.0,False,0,630,41,2.3,Medium,0,0.0,0.0,0.0,2,0,0.0,Standard,SMA0,Stage 1,0.004,49.6,0.0466,0.0466,0.058,0.058,0.4976,13013.47,375.75,375.75,10.0,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.0,2025-12-31
LN102689,CU293303,Sunita Roy,Individual,Home Loan,Retail/Individual,Andhra Pradesh,BR0164,RM0377,2025-05-19,2025-05-22,2045-05-10,240,25000.0,22300.0,8.57,Monthly,True,Immovable Property,33600.0,496.0,False,0,677,-3,2.5,Medium,0,0.0,0.0,0.0,23,1,0.0,Standard,SMA0,Stage 1,0.004,89.2,0.0055,0.0502,0.0502,0.0502,0.05,22242.65,55.86,89.2,5.2,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.75,EWS-PD-v2.4.1,2025-12-31
LN102690,CU269294,Harish Rao,Individual,Gold Loan,Retail/Individual,Rajasthan,BR0221,RM0332,2024-08-16,2024-08-17,2027-08-15,36,25000.0,15800.0,11.02,Monthly,True,Gold Ornaments,26400.0,398.0,False,0,722,4,9.9,Low,0,0.0,0.0,0.0,25,0,0.0,Standard,SMA0,Stage 1,0.004,63.2,0.001,0.001,0.0359,0.0359,0.05,15269.07,27.38,63.2,7.1,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.75,EWS-PD-v2.3.1,2025-12-31
LN102691,CU257685,Mahesh Singh,Individual,Home Loan,Retail/Individual,Madhya Pradesh,BR0230,RM0273,2021-08-12,2021-08-26,2041-08-03,240,25000.0,17800.0,10.9,Monthly,True,Immovable Property,37400.0,1064.0,False,0,856,-19,7.3,Low,0,0.0,0.0,0.0,16,0,0.0,Standard,SMA0,Stage 1,0.004,71.2,0.0387,0.0559,0.0559,0.0559,0.05,18394.22,51.43,71.2,2.3,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.25,EWS-PD-v2.4.0,2025-12-31
LN102692,CU286457,Ganesh Chatterjee,Individual,Personal Loan,Retail/Individual,Karnataka,BR0057,RM0381,2025-08-05,2025-08-05,2029-08-03,48,25000.0,11000.0,14.07,Monthly,True,Hypothecation of Assets/Stock,29300.0,940.0,False,0,817,-17,1.1,Low,0,0.0,0.0,0.0,11,0,0.0,Standard,SMA0,Stage 1,0.004,44.0,0.0183,0.0554,0.0554,0.0595,0.05,10793.29,29.88,44.0,8.1,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,5.5,EWS-PD-v2.4.0,2025-12-31
LN102693,CU240373,Maria Sen,Individual,Auto Loan,NBFC/Financial Services,Madhya Pradesh,BR0008,RM0587,2023-01-27,2023-02-09,2030-01-23,84,25000.0,17900.0,9.45,Monthly,True,Vehicle Hypothecation,30900.0,1130.0,False,0,711,-28,2.3,Low,0,0.0,0.0,0.0,13,0,0.0,Standard,SMA0,Stage 1,0.004,71.6,0.0824,0.0824,0.1479,0.1479,0.05,17738.34,131.16,131.16,16.3,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.5,EWS-PD-v2.4.1,2025-12-31
LN102694,CU288820,Siddharth Chatterjee,Individual,Home Loan,NBFC/Financial Services,Maharashtra,BR0106,RM0250,2024-04-03,2024-04-15,2044-03-25,240,25000.0,17100.0,9.46,Monthly,True,Immovable Property,29100.0,446.0,False,0,676,33,0.4,Medium,0,0.0,0.0,0.0,8,0,0.0,Standard,SMA0,Stage 1,0.004,68.4,0.0314,0.0705,0.0885,0.0885,0.05,16285.23,72.1,72.1,15.3,0,None,None,False,False,False,False,None,No alert,False,Not Required,NA,6.0,EWS-PD-v2.4.1,2025-12-31
